mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	slur
50	50	397/2	397/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	578	-se-		
50	50	199	199	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	579	-re-		
50	50	399/2	399/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	580	-na  il		
50	50	196	196	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	581	cie-		
50	50	198	198	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	582	-lo		
50	50	196	196	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	583	-lo		
51	51	200	200	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	584	ge-		
51	51	202	202	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	585	-lo,		
51	51	200	200	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	586			21
51	51	201	201	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	587			
51	51	202	202	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	588	lo		
51	51	200	200	4.0	0	0	Chord	4/4	3	1	1	1	1	589	cie-		
51	51	201	201	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	590	E'im-		
51	51	202	202	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	591	-per-		
51	51	203	203	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	592	-la  il		
51	51	202	202	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	593	E'im-		
52	52	205	205	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	594	E		
52	52	206	206	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	595	ras-		
52	52	413/2	413/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	596	-se-		
52	52	207	207	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	597	-re-		
52	52	415/2	415/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	598	-na  il		
52	52	204	204	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	599			
52	52	204	204	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	600	-lo		
52	52	207	207	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	601	E'im-		
52	52	204	204	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	602			
52	52	205	205	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	603	dol-		
52	52	207	207	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	604	-ce		
52	52	204	204	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	605	-per-		
52	52	206	206	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	606	-la  il		
53	53	208	208	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	607	cie-		
53	53	209	209	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	608	-lo		
53	53	208	208	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	609	-per-		
53	53	209	209	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	610	-la  il		
53	53	211	211	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	611	dol-		
53	53	208	208	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	612	ge-		22
53	53	417/2	417/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	613			22
53	53	209	209	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	614			22
53	53	419/2	419/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	615			22
53	53	210	210	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	616			22
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	617			22
53	53	208	208	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	618			
53	53	210	210	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	619	dol-		
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	620	-ce		
54	54	215	215	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	621	E'im-		
54	54	212	212	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	622			
54	54	213	213	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	623	ce		
54	54	214	214	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	624	ge-		
54	54	212	212	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	625			22
54	54	213	213	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	626			22
54	54	215	215	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	627			
54	54	212	212	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	628	ge-		
54	54	214	214	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	629	-lo		
55	55	217	217	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	630	E'im-		
55	55	219	219	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	631	-per-		
55	55	216	216	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	632			
55	55	217	217	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	633	per-		
55	55	219	219	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	634	-la  il		
55	55	216	216	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	635	-lo		
55	55	217	217	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	636	E		
55	55	218	218	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	637	ras-		
55	55	437/2	437/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	638	-se-		
55	55	219	219	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	639	-re-		
55	55	439/2	439/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	640	-na  il		
55	55	216	216	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	641	lo,		
56	56	220	220	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	642			
56	56	221	221	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	643	la  il		
56	56	222	222	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	644	dol-		
56	56	223	223	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	645	-ce		
56	56	220	220	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	646	dol-		
56	56	221	221	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	647	-ce		
56	56	222	222	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	648	ge-		
56	56	223	223	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	649	-lo,		
56	56	220	220	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	650	cie-		
56	56	221	221	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	651	-lo		
56	56	223	223	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	652	E'im-		
57	57	224	224	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	653			
57	57	225	225	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	654	ge-		23
57	57	453/2	453/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	655			23
57	57	227	227	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	656			23
57	57	455/2	455/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	657			23
57	57	226	226	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	658	E		
57	57	224	224	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	659			
57	57	225	225	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	660	per		
57	57	227	227	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	661	la  il		
58	58	228	228	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	662			23
58	58	457/2	457/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	663			23
58	58	229	229	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	664			23
58	58	461/2	461/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	665			23
58	58	231	231	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	666			23
58	58	463/2	463/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	667			23
58	58	927/4	927/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	668			23
58	58	228	228	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	669	gl'al-		
58	58	230	230	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	670	-ti		
58	58	228	228	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	671	dol-		
58	58	229	229	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	672	-ce		
58	58	230	230	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	673	ge-		
58	58	231	231	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	674	E		
59	59	232	232	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	675			
59	59	234	234	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	676	lo,		
59	59	232	232	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	677	mon-		
59	59	234	234	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	678	-ti  in-		
59	59	232	232	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	679	-lo,		
59	59	235	235	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	680	E		
59	59	232	232	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	681	gl'al-		
59	59	233	233	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	682	-ti		
59	59	234	234	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	683	mon-		
59	59	235	235	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	684	-ti  in-		
60	60	238	238	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	685	E		
60	60	236	236	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	686	-do-		
60	60	238	238	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	687	-ra,		
60	60	236	236	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	688	gl'al-		
60	60	237	237	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	689	-ti		
60	60	238	238	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	690	mon-		
60	60	239	239	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	691	-ti  in-		
60	60	236	236	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	692	-do-		24
60	60	473/2	473/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	693			24
60	60	237	237	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	694			24
60	60	475/2	475/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	695			24
60	60	238	238	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	696			24
60	60	477/2	477/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	697			24
60	60	239	239	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	698			
61	61	240	240	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	699	gl'al-		
61	61	242	242	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	700	-ti		
61	61	240	240	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	701	-do-		25
61	61	241	241	1.5	1/4	1/4	Chord	4/4	3	1	3/8	1/4	3/2	702			25
61	61	485/2	485/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	703			25
61	61	243	243	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	704			25
61	61	487/2	487/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	705			25
61	61	975/4	975/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	706			25
61	61	243	243	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	707	E		
61	61	240	240	4.0	0	0	Chord	4/4	5	1	1	1	1	708	ra.		
62	62	244	244	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	709	mon-		
62	62	246	246	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	710	-ti  in-		
62	62	247	247	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	711	e		
62	62	244	244	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	712			
62	62	246	246	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	713	ra,		
62	62	244	244	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	714	gl'al-		
62	62	245	245	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	715	-ti		
62	62	246	246	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	716	mon-		
62	62	247	247	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	717	-ti  in-		
63	63	248	248	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	718	-do-		
63	63	250	250	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	719	-ra.		26
63	63	503/2	503/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	720			26
63	63	248	248	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	721	gl'al-		
63	63	249	249	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	722	-ti		
63	63	250	250	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	723	mon-		
63	63	251	251	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	724	-ti  in-		
63	63	250	250	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	725	e		
63	63	248	248	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	726	-do-		27
63	63	497/2	497/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	727			27
63	63	249	249	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	728			27
63	63	499/2	499/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	729			27
63	63	250	250	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	730			27
63	63	501/2	501/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	731			27
63	63	251	251	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	732			
64	64	252	252	4.0	0	0	Chord	4/4	1	1	1	1	1	733			26
64	64	252	252	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	734	-do-		28
64	64	253	253	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	735			28
64	64	255	255	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	736			
64	64	252	252	4.0	0	0	Chord	4/4	3	1	1	1	1	737	gl'al-		
64	64	252	252	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	738	ra,		
64	64	255	255	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	739	e		
65	65	256	256	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	740			
65	65	256	256	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	741	ra,		
65	65	257	257	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	742	e		
65	65	258	258	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	743	gl'al-		
65	65	259	259	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	744	-ti		
65	65	256	256	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	745	-ti		
65	65	258	258	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	746	mon-		
65	65	256	256	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	747	gl'al-		
65	65	257	257	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	748	-ti		
65	65	258	258	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	749	mon-		
65	65	517/2	517/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	750			
65	65	259	259	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	751			
65	65	519/2	519/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	752			
66	66	260	260	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	753	mon-		
66	66	261	261	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	754	-ti  in-		
66	66	262	262	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	755	-do-		
66	66	260	260	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	756	-ti  in-		
66	66	261	261	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	757	-do-		
66	66	263	263	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	758	-ra.		
66	66	260	260	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	759			
66	66	261	261	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	760	ti  in-		
66	66	262	262	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	761	-do-		
67	67	264	264	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	762	O		
67	67	265	265	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	763	bel-		
67	67	531/2	531/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	764	-la  e		
67	67	266	266	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	765	vagh'		
67	67	267	267	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	766	au-		
67	67	264	264	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	767	-ra.		
67	67	264	264	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	768	O		
67	67	265	265	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	769	bel-		
67	67	531/2	531/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	770	-la  e		
67	67	266	266	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	771	vagh'		
67	67	267	267	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	772	au-		
67	67	264	264	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	773	-ra.		
67	67	264	264	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	774	O		
67	67	265	265	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	775	bel-		
67	67	531/2	531/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	776	-la  e		
67	67	266	266	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	777	vagh'		
67	67	267	267	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	778	au-		
68	68	268	268	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	779	-ro-		
68	68	270	270	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	780	-ra,		
68	68	268	268	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	781	O		
68	68	269	269	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	782	bel-		
68	68	539/2	539/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	783	-la  e		
68	68	270	270	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	784	vagh'		
68	68	271	271	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	785	au-		
68	68	268	268	4.0	0	0	Chord	4/4	3	1	1	1	1	786	-ro-		
68	68	268	268	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	787	O		
68	68	269	269	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	788	bel-		
68	68	539/2	539/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	789	-la  e		
68	68	270	270	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	790	va-		
68	68	271	271	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	791	-gha,		
68	68	268	268	4.0	0	0	Chord	4/4	5	1	1	1	1	792	-ro-		
69	69	272	272	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	793	O		
69	69	273	273	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	794	bel-		
69	69	547/2	547/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	795	-la  e		
69	69	274	274	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	796	va-		
69	69	275	275	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	797	-gha,		
69	69	272	272	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	798	-ro-		
69	69	273	273	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	799	-ra,		
69	69	272	272	4.0	0	0	Chord	4/4	3	1	1	1	1	800	-ra		
69	69	272	272	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	801	O		
69	69	273	273	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	802	bel-		
69	69	547/2	547/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	803	-la  e		
69	69	274	274	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	804	vagh'		
69	69	275	275	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	805	au-		
69	69	272	272	4.0	0	0	Chord	4/4	5	1	1	1	1	806	-ra,		
70	70	276	276	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	807	O		
70	70	277	277	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	808	bel-		
70	70	555/2	555/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	809	-la  e		
70	70	278	278	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	810	vagh'		
70	70	279	279	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	811	au-		
70	70	276	276	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	812	O		
70	70	277	277	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	813	bel-		
70	70	555/2	555/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	814	-la  e		
70	70	278	278	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	815	vagh'		
70	70	279	279	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	816	au-		
70	70	276	276	4.0	0	0	Chord	4/4	3	1	1	1	1	817			
70	70	276	276	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	818	-ro-		
70	70	277	277	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	819	-ra		
70	70	276	276	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	820	O		
70	70	277	277	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	821	bel-		
70	70	555/2	555/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	822	-la  e		
70	70	278	278	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	823	vagh'		
70	70	279	279	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	824	au-		
71	71	280	280	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	825	-ro-		
71	71	282	282	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	826	-ra		
71	71	280	280	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	827	-ro-		
71	71	282	282	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	828	-ra		
71	71	280	280	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	829	-ro-		
71	71	282	282	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	830	-ra		
72	72	284	284	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	831	L'au-		29
72	72	571/2	571/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	832			29
72	72	286	286	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	833			29
72	72	573/2	573/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	834			29
72	72	287	287	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	835			29
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	836			29
72	72	284	284	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	837	L'au-		
72	72	571/2	571/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	838			
72	72	286	286	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	839			
72	72	573/2	573/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	840			
72	72	287	287	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	841			
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	842			
72	72	284	284	4.0	0	0	Chord	4/4	5	1	1	1	1	843	L'au-		
73	73	288	288	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	844			
73	73	289	289	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	845	ra  è		
73	73	579/2	579/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	846	tua		
73	73	290	290	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	847	mes-		
73	73	291	291	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	848	-sag-		
73	73	288	288	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	849			
73	73	289	289	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	850	ra  è		
73	73	579/2	579/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	851	tua		
73	73	290	290	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	852	mes-		
73	73	291	291	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	853	-sag-		
73	73	288	288	4.0	0	0	Chord	4/4	5	1	1	1	1	854	-ra  è		
74	74	292	292	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	855	-gie-		
74	74	587/2	587/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	856	-ra,  e		
74	74	294	294	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	857	tu		
74	74	295	295	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	858	de		
74	74	292	292	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	859	-gie-		
74	74	587/2	587/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	860	-ra,  e		
74	74	294	294	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	861	tu		
74	74	295	295	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	862	de		
74	74	292	292	4.0	0	0	Chord	4/4	5	1	1	1	1	863	tua		
75	75	296	296	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	864	l'au-		
75	75	298	298	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	865	-ra		
75	75	296	296	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	866	L'au-		30
75	75	595/2	595/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	867			30
75	75	298	298	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	868			30
