mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1
40	40	156	156	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	302	-se,
40	40	157	157	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	303	E
40	40	159	159	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	304	de
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	305	la
40	40	156	156	4.0	0	0	Chord	4/4	4	1	1	1	1	306	-ci-
41	41	160	160	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	307	ca-
41	41	162	162	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	308	si in
41	41	160	160	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	309	scor-
41	41	162	162	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	310	-za
41	41	163	163	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	311	de
41	41	160	160	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	312	sua
41	41	161	161	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	313	for-
41	41	162	162	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	314	-tu-
41	41	163	163	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	315	na i
41	41	160	160	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	316	-se,
41	41	162	162	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	317	E
42	42	164	164	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	318	du-
42	42	166	166	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	319	-ra
42	42	164	164	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	320	Pi-
42	42	166	166	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	321	-ni,
42	42	167	167	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	322	ne
42	42	164	164	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	323	gra-
42	42	165	165	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	324	-v'ol-
42	42	166	166	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	325	-trag-
42	42	164	164	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	326	
42	42	165	165	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	327	de
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	328	la
42	42	166	166	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	329	sua
42	42	167	167	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	330	for-
42	42	164	164	4.0	0	0	Chord	4/4	5	1	1	1	1	331	Pia-
43	43	168	168	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	332	scor-
43	43	170	170	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	333	-z'in-
43	43	168	168	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	334	
43	43	169	169	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	335	la
43	43	170	170	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	336	scor-
43	43	168	168	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	337	-gi
43	43	169	169	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	338	E i
43	43	170	170	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	339	va-
43	43	171	171	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	340	-ri
43	43	168	168	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	341	-tu-
43	43	169	169	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	342	na i
43	43	170	170	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	343	gra-
43	43	171	171	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	344	-v'ol-
43	43	168	168	4.0	0	0	Chord	4/4	5	1	1	1	1	345	
44	44	172	172	4.0	0	0	Chord	4/4	1	1	1	1	1	346	-ci-
44	44	172	172	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	347	-za
44	44	173	173	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	348	de
44	44	174	174	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	349	Pi-
44	44	172	172	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	350	ca-
44	44	174	174	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	351	-si
44	44	172	172	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	352	-trag-
44	44	174	174	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	353	-gi
44	44	175	175	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	354	E i
44	44	172	172	4.0	0	0	Chord	4/4	5	1	1	1	1	355	-gn'e
45	45	176	176	4.0	0	0	Chord	4/4	1	1	1	1	1	356	-se,
45	45	176	176	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	357	
45	45	178	178	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	358	ni o
45	45	176	176	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	359	
45	45	176	176	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	360	va-
45	45	177	177	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	361	-ri
45	45	178	178	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	362	ca-
45	45	176	176	4.0	0	0	Chord	4/4	5	1	1	1	1	363	
46	46	180	180	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	364	in
46	46	182	182	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	365	du-
46	46	180	180	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	366	
46	46	182	182	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	367	pur
46	46	180	180	4.0	0	0	Chord	4/4	4	1	1	1	1	368	-si
46	46	181	181	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	369	so-
46	46	182	182	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	370	-spi-
47	47	184	184	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	371	
47	47	186	186	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	372	-ra
47	47	184	184	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	373	
47	47	185	185	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	374	de'
47	47	186	186	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	375	fag-
47	47	184	184	4.0	0	0	Chord	4/4	3	1	1	1	1	376	in
47	47	184	184	4.0	0	0	Chord	4/4	5	1	1	1	1	377	-ra
48	48	188	188	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	378	scor-
48	48	190	190	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	379	za in-
48	48	188	188	4.0	0	0	Chord	4/4	2	1	1	1	1	380	-gi
48	48	188	188	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	381	
48	48	190	190	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	382	du-
48	48	188	188	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	383	E
48	48	191	191	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	384	de
48	48	383/2	383/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	385	la
49	49	192	192	4.0	0	0	Chord	4/4	1	1	1	1	1	386	-ci-
49	49	192	192	4.0	0	0	Chord	4/4	2	1	1	1	1	387	
49	49	192	192	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	388	
49	49	194	194	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	389	-ra
49	49	192	192	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	390	sua
49	49	193	193	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	391	for-
49	49	194	194	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	392	-tu-
49	49	195	195	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	393	na i
50	50	196	196	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	394	-se
50	50	198	198	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	395	E
50	50	196	196	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	396	scor-
50	50	198	198	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	397	-z'in-
50	50	196	196	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	398	gra-
50	50	197	197	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	399	-v'ol-
50	50	198	198	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	400	-trag-
51	51	200	200	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	401	
51	51	201	201	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	402	de
51	51	403/2	403/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	403	la
51	51	202	202	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	404	sua
51	51	203	203	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	405	for-
51	51	200	200	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	406	se-
51	51	201	201	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	407	-gnò
51	51	203	203	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	408	l'a-
51	51	200	200	4.0	0	0	Chord	4/4	3	1	1	1	1	409	-ci-
51	51	200	200	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	410	-gi,
51	51	203	203	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	411	E
51	51	201	201	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	412	E
51	51	202	202	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	413	quan-
51	51	407/2	407/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	414	-d'i
52	52	204	204	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	415	-tu-
52	52	205	205	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	416	na i
52	52	206	206	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	417	gra-
52	52	207	207	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	418	-v'ol-
52	52	204	204	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	419	-ma-
52	52	205	205	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	420	-to
52	52	206	206	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	421	no-
52	52	204	204	4.0	0	0	Chord	4/4	3	1	1	1	1	422	-se,
52	52	204	204	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	423	
52	52	205	205	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	424	de
52	52	411/2	411/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	425	la
52	52	206	206	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	426	sua
52	52	207	207	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	427	for-
52	52	204	204	1.5	0	0	Chord	4/4	5	1	3/8	1/4	3/2	428	cal-
52	52	411/2	411/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	429	-di
52	52	206	206	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	430	rag-
52	52	207	207	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	431	-gi,
53	53	208	208	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	432	-trag-
53	53	210	210	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	433	-gi
53	53	211	211	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	434	E i
53	53	208	208	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	435	
53	53	210	210	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	436	-me,
53	53	208	208	4.0	0	0	Chord	4/4	3	1	1	1	1	437	Pia-
53	53	208	208	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	438	-tu-
53	53	209	209	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	439	na i
53	53	210	210	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	440	gra-
53	53	211	211	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	441	-v'ol-
53	53	209	209	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	442	E
53	53	210	210	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	443	quan-
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	444	-d'i
54	54	212	212	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	445	va-
54	54	213	213	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	446	-ri
54	54	214	214	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	447	ca-
54	54	212	212	4.0	0	0	Chord	4/4	3	1	1	1	1	448	
54	54	212	212	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	449	-trag-
54	54	214	214	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	450	-gi
54	54	215	215	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	451	E i
54	54	212	212	1.5	0	0	Chord	4/4	5	1	3/8	1/4	3/2	452	cal-
54	54	427/2	427/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	453	-di
54	54	214	214	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	454	rag-
54	54	215	215	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	455	-gi
55	55	216	216	4.0	0	0	Chord	4/4	1	1	1	1	1	456	-si
55	55	216	216	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	457	se-
55	55	217	217	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	458	-gnò
55	55	219	219	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	459	l'a-
55	55	216	216	4.0	0	0	Chord	4/4	3	1	1	1	1	460	-gn'e
55	55	216	216	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	461	va-
55	55	217	217	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	462	-ri
55	55	218	218	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	463	ca-
55	55	216	216	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	464	fug-
55	55	433/2	433/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	465	
55	55	217	217	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	466	
55	55	435/2	435/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	467	
55	55	218	218	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	468	
55	55	437/2	437/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	469	
55	55	219	219	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	470	
55	55	439/2	439/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	471	
56	56	220	220	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	472	-ma-
56	56	222	222	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	473	-to
56	56	220	220	4.0	0	0	Chord	4/4	3	1	1	1	1	474	
56	56	220	220	4.0	0	0	Chord	4/4	4	1	1	1	1	475	-si,
56	56	220	220	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	476	
56	56	222	222	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	477	-gon
56	56	223	223	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	478	la
57	57	224	224	4.0	0	0	Chord	4/4	1	1	1	1	1	479	in
57	57	224	224	4.0	0	0	Chord	4/4	2	1	1	1	1	480	no-
57	57	225	225	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	481	so-
57	57	226	226	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	482	-spi-
57	57	226	226	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	483	in
57	57	224	224	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	484	greg-
57	57	225	225	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	485	-g'e
57	57	226	226	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	486	la
57	57	227	227	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	487	dol-
58	58	228	228	4.0	0	0	Chord	4/4	1	1	1	1	1	488	du-
58	58	228	228	4.0	0	0	Chord	4/4	2	1	1	1	1	489	-m'in
58	58	228	228	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	490	
58	58	230	230	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	491	-ra
58	58	228	228	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	492	
58	58	230	230	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	493	du-
58	58	228	228	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	494	-c'om-
58	58	229	229	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	495	-br'as-
58	58	230	230	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	496	-si-
59	59	232	232	4.0	0	0	Chord	4/4	1	1	1	1	1	497	-ra
59	59	232	232	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	498	mil-
59	59	234	234	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	499	-le
59	59	233	233	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	500	E
59	59	234	234	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	501	quan-
59	59	471/2	471/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	502	-d'i
59	59	232	232	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	503	
59	59	234	234	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	504	-ra
59	59	232	232	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	505	-se
59	59	233	233	2.0	1/4	1/4	Chord	4/4	5	1	1/2	1/2	1	506	Ne
59	59	235	235	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	507	la
60	60	236	236	4.0	0	0	Chord	4/4	1	1	1	1	1	508	scor-
60	60	236	236	4.0	0	0	Chord	4/4	2	1	1	1	1	509	gui-
60	60	236	236	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	510	cal-
60	60	475/2	475/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	511	-di
60	60	238	238	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	512	rag-
60	60	239	239	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	513	-gi
60	60	236	236	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	514	scor-
60	60	238	238	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	515	-za,
60	60	236	236	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	516	scor-
60	60	238	238	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	517	-za
60	60	239	239	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	518	de
61	61	240	240	4.0	0	0	Chord	4/4	1	1	1	1	1	519	-z'in-
61	61	240	240	4.0	0	0	Chord	4/4	2	1	1	1	1	520	-se
61	61	240	240	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	521	fug-
61	61	481/2	481/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	522	
61	61	241	241	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	523	
61	61	483/2	483/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	524	
61	61	242	242	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	525	
61	61	485/2	485/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	526	
61	61	243	243	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	527	
61	61	487/2	487/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	528	
61	61	240	240	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	529	in
61	61	242	242	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	530	du-
61	61	240	240	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	531	Pi-
61	61	243	243	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	532	ni o
62	62	244	244	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	533	-ci-
62	62	246	246	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	534	-se
62	62	246	246	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	535	E
62	62	244	244	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	536	
62	62	246	246	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	537	-gon
62	62	247	247	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	538	la
62	62	244	244	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	539	
62	62	246	246	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	540	-ra
62	62	244	244	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	541	
62	62	245	245	2.0	1/4	1/4	Chord	4/4	5	1	1/2	1/2	1	542	pur
62	62	247	247	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	543	de'
63	63	248	248	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	544	
63	63	249	249	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	545	de
63	63	499/2	499/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	546	la
63	63	250	250	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	547	sua
63	63	251	251	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	548	for-
63	63	248	248	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	549	greg-
63	63	249	249	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	550	-g'e
63	63	250	250	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	551	la
63	63	251	251	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	552	dol-
63	63	248	248	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	553	scor-
63	63	250	250	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	554	za in-
63	63	248	248	4.0	0	0	Chord	4/4	5	1	1	1	1	555	fag-
64	64	252	252	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	556	E
64	64	255	255	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	557	de
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	558	la
64	64	252	252	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	559	-tu-
64	64	253	253	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	560	na i
64	64	254	254	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	561	gra-
64	64	255	255	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	562	-v'ol-
64	64	252	252	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	563	-c'om-
64	64	253	253	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	564	-br'as-
64	64	254	254	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	565	-si-
64	64	252	252	4.0	0	0	Chord	4/4	4	1	1	1	1	566	-ci-
64	64	252	252	4.0	0	0	Chord	4/4	5	1	1	1	1	567	
65	65	256	256	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	568	sua
65	65	257	257	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	569	for-
65	65	258	258	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	570	-tu-
65	65	259	259	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	571	na i
65	65	256	256	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	572	-trag-
65	65	258	258	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	573	-gi
65	65	259	259	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	574	E i
65	65	256	256	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	575	-se
65	65	257	257	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	576	Ne
65	65	259	259	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	577	la
65	65	256	256	4.0	0	0	Chord	4/4	4	1	1	1	1	578	-se,
65	65	256	256	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	579	-gi
65	65	258	258	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	580	se-
65	65	259	259	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	581	-gnò
66	66	260	260	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	582	gra-
66	66	261	261	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	583	-v'ol-
66	66	262	262	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	584	-trag-
66	66	260	260	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	585	va-
66	66	261	261	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	586	-ri
66	66	262	262	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	587	ca-
66	66	260	260	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	588	scor-
66	66	262	262	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	589	-za
66	66	263	263	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	590	de
66	66	260	260	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	591	
66	66	261	261	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	592	l'a-
66	66	262	262	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	593	-ma-
66	66	263	263	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	594	-to
67	67	264	264	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	595	-gi
67	67	265	265	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	596	E i
67	67	266	266	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	597	va-
67	67	267	267	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	598	-ri
67	67	264	264	4.0	0	0	Chord	4/4	2	1	1	1	1	599	-si
67	67	264	264	4.0	0	0	Chord	4/4	3	1	1	1	1	600	Pi-
67	67	264	264	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	601	no-
67	67	266	266	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	602	-m'in
68	68	268	268	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	603	ca-
68	68	270	270	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	604	-si
68	68	270	270	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	605	in
