mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	slur	TextLine
157	157	720	720	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	2019	et		
157	157	721	721	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	2020	in		
157	157	722	722	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	2021	sæ-		
157	157	723	723	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	2022	-cu-		
157	157	1447/2	1447/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	2023	-la		
158	158	724	724	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	2024		99	
158	158	1449/2	1449/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	2025		99	
158	158	725	725	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	2026			
158	158	726	726	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	2027	-men		
158	158	724	724	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	2028	-men		
158	158	726	726	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	2029	A-	103	
158	158	1455/2	1455/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	2030		103	
158	158	724	724	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	2031		101	
158	158	1451/2	1451/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	2032		101	
158	158	726	726	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	2033		101	
158	158	1453/2	1453/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	2034		101	
158	158	727	727	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	2035			
158	158	724	724	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	2036	-lo-		
158	158	726	726	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	2037	-rum		
158	158	724	724	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	2038	sæ-		
158	158	725	725	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	2039	-cu-		
158	158	726	726	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	2040	-lo-		
159	159	728	728	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	2041	A-		
159	159	1459/2	1459/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	2042			
159	159	730	730	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	2043			
159	159	1461/2	1461/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	2044			
159	159	731	731	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	2045			
159	159	728	728	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	2046		103	
159	159	1457/2	1457/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	2047		103	
159	159	729	729	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	2048		103	
159	159	1459/2	1459/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	2049		103	
159	159	730	730	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	2050		103	
159	159	728	728	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	2051	-men		
159	159	731	731	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	2052		104	
159	159	730	730	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	2053	A-	105	
159	159	1463/2	1463/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	2054		105	
159	159	728	728	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	2055	-rum		
159	159	730	730	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	2056	A-	106	
159	159	1463/2	1463/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	2057		106	
160	160	732	732	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	2058			
160	160	1467/2	1467/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	2059			
160	160	734	734	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	2060			
160	160	1469/2	1469/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	2061			
160	160	735	735	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	2062			
160	160	732	732	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	2063		103	
160	160	1467/2	1467/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	2064		103	
160	160	734	734	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	2065		103	
160	160	1469/2	1469/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	2066		103	
160	160	735	735	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	2067		103	
160	160	732	732	4.0	0	0	Chord	4/4	3	1	1	1	1	2068		104	
160	160	732	732	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	2069		105	
160	160	1465/2	1465/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	2070		105	
160	160	733	733	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	2071		105	
160	160	734	734	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	2072		105	
160	160	1471/2	1471/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	2073		105	
160	160	732	732	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	2074		106	
160	160	1465/2	1465/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	2075		106	
160	160	733	733	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	2076		106	
160	160	734	734	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	2077		106	
160	160	1471/2	1471/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	2078		106	
161	161	736	736	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	2079	-­-		
161	161	1475/2	1475/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	2080			
161	161	738	738	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	2081			
161	161	1477/2	1477/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	2082			
161	161	739	739	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	2083			
161	161	736	736	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	2084	-­-	103	
161	161	1475/2	1475/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	2085		103	
161	161	738	738	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	2086		103	
161	161	1477/2	1477/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	2087		103	
161	161	739	739	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	2088		103	
161	161	736	736	4.0	0	0	Chord	4/4	3	1	1	1	1	2089	-­-	104	
161	161	736	736	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	2090	-­-	105	
161	161	1473/2	1473/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	2091		105	
161	161	737	737	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	2092		105	
161	161	738	738	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	2093		105	
161	161	1479/2	1479/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	2094		105	
161	161	736	736	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	2095	-­-	106	
161	161	1473/2	1473/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	2096		106	
161	161	737	737	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	2097		106	
161	161	738	738	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	2098		106	
161	161	1479/2	1479/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	2099		106	
162	162	740	740	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	2100			
162	162	1481/2	1481/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	2101			
162	162	741	741	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	2102			
162	162	743	743	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	2103			
162	162	740	740	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	2104		103	
162	162	742	742	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	2105			
162	162	740	740	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	2106		104	
162	162	1483/2	1483/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	2107		104	
162	162	742	742	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	2108			
162	162	740	740	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	2109		105	
162	162	741	741	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	2110		105	
162	162	742	742	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	2111			
162	162	740	740	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	2112		106	
162	162	1481/2	1481/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	2113		106	
162	162	741	741	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	2114		106	
162	162	742	742	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	2115			
163	163	744	744	4.0	0	0	Chord	4/4	1	1	1	1	1	2116	-men		
163	163	744	744	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	2117	-men	107	
163	163	747	747	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	2118		107	
163	163	744	744	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	2119	-men	108	
163	163	747	747	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	2120		108	
163	163	744	744	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	2121	-men		
163	163	746	746	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	2122	et		
163	163	747	747	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	2123	in		
163	163	744	744	4.0	0	0	Chord	4/4	5	1	1	1	1	2124	-men		
164	164	748	748	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	2125	A-	109	
164	164	751	751	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	2126		109	
164	164	748	748	4.0	0	0	Chord	4/4	2	1	1	1	1	2127			
164	164	748	748	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	2128			
164	164	750	750	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	2129	et		
164	164	751	751	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	2130	in		
164	164	748	748	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	2131	sæ-		
164	164	750	750	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	2132	-cu-		
164	164	751	751	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	2133	-la		
164	164	750	750	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	2134	et		
164	164	751	751	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	2135	in		
165	165	752	752	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	2136		109	
165	165	753	753	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	2137		109	
165	165	754	754	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	2138		109	
165	165	752	752	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	2139	A-	110	
165	165	755	755	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	2140		110	
165	165	752	752	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	2141	sæ-		
165	165	754	754	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	2142	-cu-		
165	165	755	755	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	2143	-la		
165	165	752	752	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	2144	sæ-		
165	165	754	754	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	2145	-cu-		
165	165	752	752	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	2146	sæ-		
165	165	754	754	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	2147	-cu-		
165	165	755	755	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	2148	-la		
166	166	756	756	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	2149	-­-	109	
166	166	759	759	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	2150		109	
166	166	756	756	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	2151	-­-	110	
166	166	757	757	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	2152		110	
166	166	758	758	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	2153		110	
166	166	756	756	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	2154	sæ-		
166	166	758	758	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	2155	-cu-		
166	166	756	756	4.0	0	0	Chord	4/4	4	1	1	1	1	2156	-­lo-		
166	166	756	756	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	2157	sæ-		
166	166	758	758	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	2158	-cu-		
167	167	760	760	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	2159		109	
167	167	761	761	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	2160		109	
167	167	762	762	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	2161		109	
167	167	760	760	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	2162		110	
167	167	763	763	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	2163		110	
167	167	760	760	4.0	0	0	Chord	4/4	3	1	1	1	1	2164	-lo-		
167	167	760	760	4.0	0	0	Chord	4/4	4	1	1	1	1	2165	-rum		
167	167	760	760	4.0	0	0	Chord	4/4	5	1	1	1	1	2166	-lo-		
168	168	764	764	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	2167		109	
168	168	767	767	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	2168		109	
168	168	764	764	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	2169		110	
168	168	765	765	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	2170		110	
168	168	766	766	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	2171		110	
168	168	764	764	4.0	0	0	Chord	4/4	3	1	1	1	1	2172	-rum		
168	168	764	764	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	2173	A-	111	
168	168	767	767	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	2174		111	
168	168	764	764	4.0	0	0	Chord	4/4	5	1	1	1	1	2175	-rum		
169	169	768	768	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	2176		109	
169	169	769	769	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	2177		109	
169	169	770	770	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	2178		109	
169	169	768	768	4.0	0	0	Chord	4/4	2	1	1	1	1	2179		110	
169	169	768	768	4.0	0	0	Chord	4/4	3	1	1	1	1	2180	A-	112	
169	169	768	768	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	2181		111	
169	169	769	769	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	2182		111	
169	169	770	770	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	2183		111	
169	169	768	768	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	2184	A-	113	
169	169	771	771	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	2185		113	
170	170	772	772	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	2186		109	
170	170	774	774	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	2187		109	
170	170	772	772	4.0	0	0	Chord	4/4	2	1	1	1	1	2188		110	
170	170	772	772	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	2189		112	
170	170	774	774	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	2190		112	
170	170	775	775	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	2191		112	
170	170	772	772	4.0	0	0	Chord	4/4	4	1	1	1	1	2192		111	
170	170	772	772	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	2193		113	
170	170	773	773	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	2194		113	
170	170	774	774	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	2195		113	
171	171	776	776	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	2196	-­-	109	
171	171	778	778	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	2197		109	
171	171	776	776	4.0	0	0	Chord	4/4	2	1	1	1	1	2198	-­-	110	
171	171	776	776	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	2199	-­-	112	
171	171	778	778	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	2200		112	
171	171	776	776	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	2201	-­-	111	
171	171	778	778	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	2202		111	
171	171	776	776	4.0	0	0	Chord	4/4	5	1	1	1	1	2203	-­-	113	
172	172	780	780	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	2204		109	
172	172	782	782	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	2205		109	
172	172	780	780	4.0	0	0	Chord	4/4	2	1	1	1	1	2206		110	
172	172	780	780	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	2207		112	
172	172	782	782	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	2208			
172	172	780	780	4.0	0	0	Chord	4/4	4	1	1	1	1	2209			
172	172	780	780	4.0	0	0	Chord	4/4	5	1	1	1	1	2210		113	
173	173	784	784	4.0	0	0	Chord	4/4	1	1	1	1	1	2211	-men		
173	173	784	784	4.0	0	0	Chord	4/4	2	1	1	1	1	2212	-men		
173	173	784	784	4.0	0	0	Chord	4/4	3	1	1	1	1	2213	-men		
173	173	784	784	4.0	0	0	Chord	4/4	4	1	1	1	1	2214	-men		
173	173	784	784	4.0	0	0	Chord	4/4	5	1	1	1	1	2215	-men		
174	174	788	788	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	2216	A-	114	
174	174	791	791	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	2217		114	
174	174	788	788	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	2218	A-	115	
174	174	791	791	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	2219		115	
174	174	788	788	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	2220	A-	116	
174	174	791	791	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	2221		116	
174	174	788	788	4.0	0	0	Chord	4/4	4	1	1	1	1	2222	A-	117	
174	174	788	788	4.0	0	0	Chord	4/4	5	1	1	1	1	2223	A-	118	
175	175	792	792	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	2224		114	
175	175	793	793	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	2225		114	
175	175	794	794	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	2226		114	
175	175	792	792	4.0	0	0	Chord	4/4	2	1	1	1	1	2227		115	
175	175	792	792	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	2228		116	
175	175	793	793	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	2229		116	
175	175	794	794	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	2230		116	
175	175	792	792	4.0	0	0	Chord	4/4	4	1	1	1	1	2231		117	
175	175	792	792	4.0	0	0	Chord	4/4	5	1	1	1	1	2232		118	
176	176	796	796	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	2233		114	
176	176	798	798	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	2234		114	
176	176	799	799	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	2235		114	
176	176	796	796	4.0	0	0	Chord	4/4	2	1	1	1	1	2236	-men.	115	
176	176	796	796	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	2237		116	
176	176	798	798	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	2238		116	
176	176	799	799	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	2239		116	
176	176	796	796	4.0	0	0	Chord	4/4	4	1	1	1	1	2240	-men.	117	
176	176	796	796	4.0	0	0	Chord	4/4	5	1	1	1	1	2241	-men.	118	
177	177	800	800	8.0	0	0	Chord	4/4	1	1	2	2	1	2242	-men.		
177	177	800	800	8.0	0	0	Chord	4/4	2	1	2	2	1	2243			
177	177	800	800	8.0	0	0	Chord	4/4	3	1	2	2	1	2244	-men.		
177	177	800	800	8.0	0	0	Chord	4/4	4	1	2	2	1	2245			
177	177	800	800	8.0	0	0	Chord	4/4	5	1	2	2	1	2246			
