mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm
68	68	476	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	656	-			
68	68	953/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	657	ro			
68	68	477	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	658	cor			
68	68	476	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	659	-			
68	68	953/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	660	ro			
68	68	477	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	661	cor			
68	68	476	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	662				
68	68	477	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	663				
69	69	480	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	664	spie-			
69	69	481	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	665	ta-			
69	69	483	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	666	to e			
69	69	480	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	667	spie-			
69	69	481	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	668	ta-			
69	69	483	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	669	to e			
69	69	480	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	670	spie-			
69	69	481	2.0	1/4	1/4	Chord	4/4	3	1	1/2			1/2	1	671	ta-			
69	69	483	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	672	to e			
69	69	480	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	673				
69	69	481	2.0	1/4	1/4	Chord	4/4	4	1	1/2			1/2	1	674				
69	69	483	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	675				
70	70	484	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	676	ri-			
70	70	971/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	677	gi-			
70	70	486	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	678	do			
70	70	484	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	679	ri-			
70	70	971/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	680	gi-			
70	70	486	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	681	do			
70	70	975/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	682	ma'l			
70	70	484	1.5	0	0	Chord	4/4	3	1	3/8			1/4	3/2	683	ri-			
70	70	971/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	684	gi-			
70	70	486	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	685	do			
70	70	484	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	686				
70	70	486	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	687				
70	70	487	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	688				
71	71	488	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	689	tuo			
71	71	489	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	690	non			
71	71	490	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	691	già			
71	71	981/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	692	ch'è			
71	71	491	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	693	più			
71	71	983/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	694	d'un			
71	71	488	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	695				
71	71	489	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	696				
71	71	490	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	697				
72	72	492	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	698	giac-			
72	72	987/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	699	cio			
72	72	494	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	700	fri-			
72	72	991/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	701	gi-			
72	72	495	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	702	ma'l			
72	72	492	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	703				
72	72	495	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	704				
73	73	496	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	705	do			
73	73	496	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	706	tuo			
73	73	497	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	707	non			
73	73	498	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	708	già			
73	73	997/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	709	ch'è			
73	73	499	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	710	più			
73	73	999/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	711	d'un			
73	73	496	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	712				
73	73	497	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	713				
73	73	498	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	714				
73	73	499	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	715				
74	74	501	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	716	ma'l			
74	74	502	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	717	tuo			
74	74	503	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	718	non			
74	74	503	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	719	ma'l			
74	74	500	1.5	0	0	Chord	4/4	3	1	3/8			1/4	3/2	720	giac-			
74	74	1003/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	721	cio			
74	74	502	1.5	1/2	1/2	Chord	4/4	3	1	3/8			1/4	3/2	722	fri-			
74	74	1007/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	723	gi-			
74	74	500	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	724				
74	74	501	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	725				
74	74	502	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	726				
75	75	504	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	727	già			
75	75	1013/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	728	ch'è			
75	75	507	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	729	più			
75	75	1015/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	730	d'un			
75	75	504	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	731	tuo			
75	75	505	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	732	non			
75	75	506	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	733	già			
75	75	504	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	734	do			
75	75	504	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	735				
75	75	506	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	736				
76	76	508	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	737	giac-			
76	76	509	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	738	cio			
76	76	510	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	739	fri-			
76	76	1023/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	740	gi-			
76	76	1017/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	741	ch'è			
76	76	509	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	742	più			
76	76	1019/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	743	d'un			
76	76	510	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	744	giac-			
76	76	511	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	745	cio			
76	76	1017/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	746				
76	76	509	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	747				
76	76	1019/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	748				
76	76	510	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	749				
76	76	511	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	750				
77	77	512	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	751	do			
77	77	512	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	752	fri-			
77	77	1027/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	753	gi-			
77	77	514	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	754	do			
77	77	513	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	755	Ma'l			
77	77	514	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	756	tuo			
77	77	515	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	757	non			
77	77	512	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	758				
77	77	513	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	759				
77	77	514	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	760				
77	77	515	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	761				
78	78	519	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	762	ma'l			
78	78	519	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	763	ma'l			
78	78	516	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	764	già			
78	78	1033/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	765	ch'è			
78	78	517	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	766	piè			
78	78	1035/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	767	d'un			
78	78	518	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	768	giac-			
78	78	519	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	769	cio			
78	78	516	1.5	0	0	Chord	4/4	4	1	3/8			1/4	3/2	770				
78	78	1035/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	771				
78	78	518	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	772				
78	78	519	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	773				
79	79	520	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	774	tuo			
79	79	521	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	775	non			
79	79	522	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	776	già			
79	79	520	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	777	tuo			
79	79	521	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	778	non			
79	79	522	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	779	già			
79	79	1045/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	780	ch'è			
79	79	523	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	781	più			
79	79	1047/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	782	d'un			
79	79	520	1.5	0	0	Chord	4/4	3	1	3/8			1/4	3/2	783	fri-			
79	79	1043/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	784	gi-			
79	79	522	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	785	do			
79	79	520	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	786				
79	79	522	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	787				
80	80	1049/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	788	ch'è			
80	80	525	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	789	più			
80	80	1051/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	790	d'un			
80	80	526	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	791	giac-			
80	80	524	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	792	giac-			
80	80	525	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	793	cio			
80	80	1053/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	794	ch'è			
80	80	527	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	795	più			
80	80	1055/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	796	d'un			
80	80	1049/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	797	ch'è			
80	80	525	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	798	più			
80	80	1051/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	799	d'un			
80	80	526	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	800	giac-			
80	80	527	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	801	cio			
80	80	524	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	802				
80	80	525	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	803				
80	80	1051/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	804				
80	80	526	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	805				
80	80	527	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	806				
81	81	528	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	807	cio			
81	81	529	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	808	fri-			
81	81	531	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	809	gi-			
81	81	528	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	810	giac-			
81	81	529	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	811	cio			
81	81	530	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	812	fri-			
81	81	1063/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	813	gi-			
81	81	528	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	814	fri-			
81	81	531	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	815	gi-			
81	81	528	4.0	0	0	Chord	4/4	4	1	1			1	1	816				
82	82	532	4.0	0	0	Chord	4/4	1	1	1			1	1	817	do			
82	82	532	4.0	0	0	Chord	4/4	2	1	1			1	1	818	do			
82	82	532	4.0	0	0	Chord	4/4	3	1	1			1	1	819	do			
82	82	532	4.0	0	0	Chord	4/4	4	1	1			1	1	820				
83	83	536	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	821	Men-			
83	83	538	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	822	tre			
83	83	1077/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	823	spar-			
83	83	539	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	824	gen-			
83	83	1079/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	825	do in-			
83	83	536	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	826				
83	83	539	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	827				
84	84	540	1.5	0	0	Chord	4/4	3	1	3/8			1/4	3/2	828	dar-			
84	84	1083/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	829	no a			
84	84	542	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	830	l'au-			
84	84	543	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	831	ra			
84	84	540	1.5	0	0	Chord	4/4	4	1	3/8			1/4	3/2	832				
84	84	1083/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	833				
84	84	542	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	834				
84	84	543	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	835				
85	85	544	4.0	0	0	Chord	4/4	3	1	1			1	1	836	pian-			
85	85	544	4.0	0	0	Chord	4/4	4	1	1			1	1	837				
86	86	548	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	838	-			
86	86	549	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	839	ti e			
86	86	1099/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	840	la-			
86	86	550	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	841	men-			
86	86	548	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	842				
86	86	549	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	843				
86	86	550	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	844				
87	87	552	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	845	In-			
87	87	553	1.5	1/4	1/4	Chord	4/4	2	1	3/8			1/4	3/2	846	dar-			
87	87	1109/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	847	no il			
87	87	555	0.75	3/4	3/4	Chord	4/4	2	1	3/16			1/8	3/2	848	cor			
87	87	2223/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	849	di-			
87	87	552	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	850	ti			
87	87	552	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	851				
87	87	554	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	852				
88	88	556	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	853	strug-			
88	88	1115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	854	ge-			
88	88	558	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	855	si			
88	88	556	4.0	0	0	Chord	4/4	4	1	1			1	1	856				
89	89	560	4.0	0	0	Chord	3/1	1	1	1			1	1	857	Fil-			
89	89	564	4.0	1	1	Chord	3/1	1	1	1			1	1	858	li			
89	89	568	4.0	2	2	Chord	3/1	1	1	1			1	1	859	più			
89	89	560	12.0	0	0	Chord	3/1	4	1	3			2	3/2	860				
90	90	572	4.0	0	0	Chord	3/1	1	1	1			1	1	861	rat-			
90	90	576	4.0	1	1	Chord	3/1	1	1	1			1	1	862	ta			
90	90	580	4.0	2	2	Chord	3/1	1	1	1			1	1	863	più			
90	90	572	12.0	0	0	Chord	3/1	4	1	3			2	3/2	864				
91	91	584	4.0	0	0	Chord	3/1	1	1	1			1	1	865	rat-			
91	91	588	4.0	1	1	Chord	3/1	1	1	1			1	1	866	-			
91	91	592	4.0	2	2	Chord	3/1	1	1	1			1	1	867	ta			
91	91	584	4.0	0	0	Chord	3/1	2	1	1			1	1	868	Fil-			
91	91	588	4.0	1	1	Chord	3/1	2	1	1			1	1	869	li			
91	91	592	4.0	2	2	Chord	3/1	2	1	1			1	1	870	più			
91	91	584	4.0	0	0	Chord	3/1	4	1	1			1	1	871				
91	91	588	4.0	1	1	Chord	3/1	4	1	1			1	1	872				
91	91	592	4.0	2	2	Chord	3/1	4	1	1			1	1	873				
92	92	596	4.0	0	0	Chord	3/1	1	1	1			1	1	874	fug-			
92	92	600	4.0	1	1	Chord	3/1	1	1	1			1	1	875	ge-			
92	92	604	4.0	2	2	Chord	3/1	1	1	1			1	1	876	si			
92	92	596	4.0	0	0	Chord	3/1	2	1	1			1	1	877	rat-			
92	92	600	4.0	1	1	Chord	3/1	2	1	1			1	1	878	ta			
92	92	604	4.0	2	2	Chord	3/1	2	1	1			1	1	879	più			
92	92	596	4.0	0	0	Chord	3/1	4	1	1			1	1	880				
92	92	600	4.0	1	1	Chord	3/1	4	1	1			1	1	881				
92	92	604	4.0	2	2	Chord	3/1	4	1	1			1	1	882				
93	93	608	4.0	0	0	Chord	3/1	1	1	1			1	1	883	fug-			
93	93	612	4.0	1	1	Chord	3/1	1	1	1			1	1	884	ge-			
93	93	616	4.0	2	2	Chord	3/1	1	1	1			1	1	885	si			
93	93	608	4.0	0	0	Chord	3/1	2	1	1			1	1	886	rat-			
93	93	612	4.0	1	1	Chord	3/1	2	1	1			1	1	887	-			
93	93	616	4.0	2	2	Chord	3/1	2	1	1			1	1	888	ta			
93	93	608	4.0	0	0	Chord	3/1	4	1	1			1	1	889				
93	93	612	4.0	1	1	Chord	3/1	4	1	1			1	1	890				
93	93	616	4.0	2	2	Chord	3/1	4	1	1			1	1	891				
94	94	620	4.0	0	0	Chord	3/1	1	1	1			1	1	892	fug-			
94	94	624	4.0	1	1	Chord	3/1	1	1	1			1	1	893	ge-			
94	94	628	4.0	2	2	Chord	3/1	1	1	1			1	1	894	si			
94	94	620	4.0	0	0	Chord	3/1	2	1	1			1	1	895	fug-			
94	94	624	4.0	1	1	Chord	3/1	2	1	1			1	1	896	ge-			
94	94	628	4.0	2	2	Chord	3/1	2	1	1			1	1	897	si			
94	94	620	4.0	0	0	Chord	3/1	4	1	1			1	1	898				
94	94	624	4.0	1	1	Chord	3/1	4	1	1			1	1	899				
94	94	628	4.0	2	2	Chord	3/1	4	1	1			1	1	900				
95	95	632	4.0	0	0	Chord	3/1	2	1	1			1	1	901	fug-			
95	95	636	4.0	1	1	Chord	3/1	2	1	1			1	1	902	ge-			
95	95	640	4.0	2	2	Chord	3/1	2	1	1			1	1	903	si			
95	95	632	4.0	0	0	Chord	3/1	4	1	1			1	1	904				
95	95	636	4.0	1	1	Chord	3/1	4	1	1			1	1	905				
95	95	640	4.0	2	2	Chord	3/1	4	1	1			1	1	906				
96	96	644	4.0	0	0	Chord	3/1	2	1	1			1	1	907	fug-			
96	96	648	4.0	1	1	Chord	3/1	2	1	1			1	1	908	ge-			
96	96	652	4.0	2	2	Chord	3/1	2	1	1			1	1	909	si			
96	96	644	4.0	0	0	Chord	3/1	4	1	1			1	1	910				
96	96	648	4.0	1	1	Chord	3/1	4	1	1			1	1	911				
96	96	652	4.0	2	2	Chord	3/1	4	1	1			1	1	912				
97	97	656	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	913	men-			
97	97	658	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	914	tre			
97	97	1317/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	915	spar-			
97	97	659	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	916	gen-			
97	97	1319/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	917	do in-			
97	97	656	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	918				
97	97	659	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	919				
97	97	1319/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	920				
98	98	660	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	921	dar-			
98	98	1323/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	922	no a			
98	98	662	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	923	l'au-			
98	98	663	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	924	ra			
98	98	660	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	925	men-			
98	98	662	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	926	tre			
98	98	1325/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	927	spar-			
98	98	663	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	928	gen-			
98	98	1327/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	929	do in-			
98	98	660	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	930	men-			
98	98	662	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	931	tre			
98	98	1325/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	932	spar-			
98	98	663	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	933	gen-			
98	98	1327/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	934	do in-			
98	98	660	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	935				
98	98	663	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	936				
98	98	1327/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	937				
99	99	664	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	938	dar-			
99	99	1331/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	939	no a			
99	99	666	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	940	l'au-			
99	99	667	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	941	ra			
99	99	664	1.5	0	0	Chord	4/4	3	1	3/8			1/4	3/2	942	dar-			
99	99	1331/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	943	no a			
99	99	666	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	944	l'au-			
99	99	667	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	945	ra			
99	99	664	1.5	0	0	Chord	4/4	4	1	3/8			1/4	3/2	946				
99	99	1331/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	947				
99	99	666	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	948				
99	99	667	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	949				
100	100	668	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	950	men-			
100	100	670	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	951	tre			
100	100	1341/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	952	spar-			
100	100	671	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	953	gen-			
100	100	1343/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	954	do in-			
100	100	668	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	955	men-			
100	100	670	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	956	tre			
100	100	1341/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	957	spar-			
100	100	671	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	958	gen-			
100	100	1343/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	959	do in-			
100	100	668	4.0	0	0	Chord	4/4	3	1	1			1	1	960	pian-			
100	100	668	4.0	0	0	Chord	4/4	4	1	1			1	1	961				
101	101	672	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	962	dar-			
101	101	1347/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	963	no a			
101	101	674	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	964	l'au-			
101	101	1349/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	965	ra			
101	101	675	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	966	pian-			
101	101	672	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	967	dar-			
101	101	1347/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	968	no a			
101	101	674	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	969	l'au-			
101	101	1349/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	970	ra			
101	101	675	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	971	pian-			
101	101	672	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	972	-			
